"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 25 22:06:45 GMT 2021","Sun Jul 25 22:07:23 GMT 2021","38025","exam_masterpiece","test_ts0_cookies","","","","test_cookies",""
"passed","Sun Jul 25 22:09:54 GMT 2021","Sun Jul 25 22:10:29 GMT 2021","35132","exam_masterpiece","test_ts6_favorite_feed_list","","","","test_favorite_feed_list",""
"passed","Sun Jul 25 22:10:29 GMT 2021","Sun Jul 25 22:11:24 GMT 2021","54748","exam_masterpiece","test_ts7_modify_settings","","","","test_modify_settings",""
"passed","Sun Jul 25 22:07:23 GMT 2021","Sun Jul 25 22:08:24 GMT 2021","60636","exam_masterpiece","test_ts1_registration","","","","test_registration",""
"passed","Sun Jul 25 22:08:24 GMT 2021","Sun Jul 25 22:08:49 GMT 2021","25312","exam_masterpiece","test_ts2_login","","","","test_login",""
"passed","Sun Jul 25 22:09:35 GMT 2021","Sun Jul 25 22:09:54 GMT 2021","18996","exam_masterpiece","test_ts5_paging_feedlist","","","","test_paging_feedlist",""
"broken","Sun Jul 25 22:09:18 GMT 2021","Sun Jul 25 22:09:35 GMT 2021","16788","exam_masterpiece","test_ts4_add_database_articles","","","","test_add_database_articles",""
"broken","Sun Jul 25 22:08:49 GMT 2021","Sun Jul 25 22:09:18 GMT 2021","28744","exam_masterpiece","test_ts3_add_del_article","","","","test_add_del_article",""
