"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 25 17:35:44 GMT 2021","Sun Jul 25 17:35:44 GMT 2021","1","exam_masterpiece","test_ts3_add_del_article","","","","test_add_del_article",""
"broken","Sun Jul 25 17:35:44 GMT 2021","Sun Jul 25 17:35:44 GMT 2021","1","exam_masterpiece","test_ts7_modify_settings","","","","test_modify_settings",""
"broken","Sun Jul 25 17:35:44 GMT 2021","Sun Jul 25 17:35:44 GMT 2021","1","exam_masterpiece","test_ts1_registration","","","","test_registration",""
"broken","Sun Jul 25 17:35:44 GMT 2021","Sun Jul 25 17:35:44 GMT 2021","0","exam_masterpiece","test_ts4_add_database_articles","","","","test_add_database_articles",""
"broken","Sun Jul 25 17:35:44 GMT 2021","Sun Jul 25 17:35:44 GMT 2021","0","exam_masterpiece","test_ts2_login","","","","test_login",""
"broken","Sun Jul 25 17:35:44 GMT 2021","Sun Jul 25 17:35:44 GMT 2021","0","exam_masterpiece","test_ts5_paging_feedlist","","","","test_paging_feedlist",""
"broken","Sun Jul 25 17:35:43 GMT 2021","Sun Jul 25 17:35:43 GMT 2021","91","exam_masterpiece","test_ts0_cookies","","","","test_cookies",""
"broken","Sun Jul 25 17:35:44 GMT 2021","Sun Jul 25 17:35:44 GMT 2021","0","exam_masterpiece","test_ts6_favorite_feed_list","","","","test_favorite_feed_list",""
