"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 26 20:45:48 GMT 2021","Mon Jul 26 20:46:44 GMT 2021","55144","exam_masterpiece","test_ts7_modify_settings","","","","test_modify_settings",""
"passed","Mon Jul 26 20:42:21 GMT 2021","Mon Jul 26 20:43:22 GMT 2021","60990","exam_masterpiece","test_ts1_registration","","","","test_registration",""
"passed","Mon Jul 26 20:43:22 GMT 2021","Mon Jul 26 20:43:47 GMT 2021","25470","exam_masterpiece","test_ts2_login","","","","test_login",""
"passed","Mon Jul 26 20:41:47 GMT 2021","Mon Jul 26 20:42:21 GMT 2021","33887","exam_masterpiece","test_ts0_cookies","","","","test_cookies",""
"passed","Mon Jul 26 20:44:53 GMT 2021","Mon Jul 26 20:45:12 GMT 2021","19311","exam_masterpiece","test_ts5_paging_feedlist","","","","test_paging_feedlist",""
"passed","Mon Jul 26 20:45:12 GMT 2021","Mon Jul 26 20:45:48 GMT 2021","36346","exam_masterpiece","test_ts6_favorite_feed_list","","","","test_favorite_feed_list",""
"passed","Mon Jul 26 20:43:47 GMT 2021","Mon Jul 26 20:44:25 GMT 2021","37521","exam_masterpiece","test_ts3_add_del_article","","","","test_add_del_article",""
"passed","Mon Jul 26 20:44:25 GMT 2021","Mon Jul 26 20:44:53 GMT 2021","27906","exam_masterpiece","test_ts4_add_database_articles","","","","test_add_database_articles",""
