"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 26 19:25:40 GMT 2021","Mon Jul 26 19:26:22 GMT 2021","41693","exam_masterpiece","test_ts0_cookies","","","","test_cookies",""
"passed","Mon Jul 26 19:26:22 GMT 2021","Mon Jul 26 19:27:23 GMT 2021","61008","exam_masterpiece","test_ts1_registration","","","","test_registration",""
"passed","Mon Jul 26 19:29:31 GMT 2021","Mon Jul 26 19:30:26 GMT 2021","55133","exam_masterpiece","test_ts7_modify_settings","","","","test_modify_settings",""
"broken","Mon Jul 26 19:27:49 GMT 2021","Mon Jul 26 19:28:18 GMT 2021","29111","exam_masterpiece","test_ts3_add_del_article","","","","test_add_del_article",""
"broken","Mon Jul 26 19:28:18 GMT 2021","Mon Jul 26 19:28:35 GMT 2021","17012","exam_masterpiece","test_ts4_add_database_articles","","","","test_add_database_articles",""
"passed","Mon Jul 26 19:28:54 GMT 2021","Mon Jul 26 19:29:31 GMT 2021","36361","exam_masterpiece","test_ts6_favorite_feed_list","","","","test_favorite_feed_list",""
"passed","Mon Jul 26 19:27:23 GMT 2021","Mon Jul 26 19:27:49 GMT 2021","25528","exam_masterpiece","test_ts2_login","","","","test_login",""
"passed","Mon Jul 26 19:28:35 GMT 2021","Mon Jul 26 19:28:54 GMT 2021","19290","exam_masterpiece","test_ts5_paging_feedlist","","","","test_paging_feedlist",""
