"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 25 19:15:24 GMT 2021","Sun Jul 25 19:15:25 GMT 2021","1615","exam_masterpiece","test_ts7_modify_settings","","","","test_modify_settings",""
"broken","Sun Jul 25 19:15:13 GMT 2021","Sun Jul 25 19:15:15 GMT 2021","1625","exam_masterpiece","test_ts1_registration","","","","test_registration",""
"broken","Sun Jul 25 19:15:20 GMT 2021","Sun Jul 25 19:15:22 GMT 2021","1675","exam_masterpiece","test_ts5_paging_feedlist","","","","test_paging_feedlist",""
"broken","Sun Jul 25 19:15:15 GMT 2021","Sun Jul 25 19:15:17 GMT 2021","1758","exam_masterpiece","test_ts2_login","","","","test_login",""
"broken","Sun Jul 25 19:15:22 GMT 2021","Sun Jul 25 19:15:24 GMT 2021","1676","exam_masterpiece","test_ts6_favorite_feed_list","","","","test_favorite_feed_list",""
"broken","Sun Jul 25 19:15:19 GMT 2021","Sun Jul 25 19:15:20 GMT 2021","1710","exam_masterpiece","test_ts4_add_database_articles","","","","test_add_database_articles",""
"broken","Sun Jul 25 19:15:17 GMT 2021","Sun Jul 25 19:15:18 GMT 2021","1613","exam_masterpiece","test_ts3_add_del_article","","","","test_add_del_article",""
"broken","Sun Jul 25 19:15:11 GMT 2021","Sun Jul 25 19:15:13 GMT 2021","2696","exam_masterpiece","test_ts0_cookies","","","","test_cookies",""
