"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 05 12:47:44 GMT 2021","Thu Aug 05 12:47:59 GMT 2021","14088","exam_masterpiece","test_ts5_paging_feedlist","","","","test_paging_feedlist",""
"passed","Thu Aug 05 12:46:26 GMT 2021","Thu Aug 05 12:46:44 GMT 2021","18500","exam_masterpiece","test_ts2_login","","","","test_login",""
"passed","Thu Aug 05 12:45:25 GMT 2021","Thu Aug 05 12:46:26 GMT 2021","60634","exam_masterpiece","test_ts1_registration","","","","test_registration",""
"passed","Thu Aug 05 12:45:00 GMT 2021","Thu Aug 05 12:45:25 GMT 2021","25321","exam_masterpiece","test_ts0_cookies","","","","test_cookies",""
"passed","Thu Aug 05 12:47:21 GMT 2021","Thu Aug 05 12:47:44 GMT 2021","23567","exam_masterpiece","test_ts4_add_database_articles","","","","test_add_database_articles",""
"passed","Thu Aug 05 12:48:30 GMT 2021","Thu Aug 05 12:49:14 GMT 2021","43838","exam_masterpiece","test_ts7_modify_settings","","","","test_modify_settings",""
"passed","Thu Aug 05 12:47:59 GMT 2021","Thu Aug 05 12:48:30 GMT 2021","31172","exam_masterpiece","test_ts6_favorite_feed_list","","","","test_favorite_feed_list",""
"passed","Thu Aug 05 12:46:44 GMT 2021","Thu Aug 05 12:47:21 GMT 2021","36496","exam_masterpiece","test_ts3_add_del_article","","","","test_add_del_article",""
